orgId,nameOfficial,img,division
278,Heidelberg University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/heidelberg.svg,III
1123,Henderson State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/henderson-st.svg,II
1124,Hendrix College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hendrix.svg,III
19651,High Point University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg,I
8398,Hilbert College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hilbert.svg,III
280,Hillsdale College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hillsdale.svg,II
281,Hiram College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hiram.svg,III
283,Hofstra University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hofstra.svg,I
284,Hollins University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hollins.svg,III
285,College of the Holy Cross,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg,I
1126,Holy Family University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-family.svg,II
8404,Hood College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hood.svg,III
286,Hope College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hope.svg,III
288,University of Houston,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston.svg,I
287,Houston Christian University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston-baptist.svg,I
290,Howard University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/howard.svg,I
2741,Howard Payne University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/howard-payne.svg,III
292,Hunter College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hunter.svg,III
1130,Huntingdon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/huntingdon.svg,III
1133,Husson University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/husson.svg,III
295,University of Idaho,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/idaho.svg,I
294,Idaho State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/idaho-st.svg,I
300,Illinois Wesleyan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-wesleyan.svg,III
297,Illinois College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois-col.svg,III
299,Illinois State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois-st.svg,I
303,Immaculata University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/immaculata.svg,III
306,"Indiana University, Bloomington",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana.svg,I
307,Indiana University of Pennsylvania,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-pa.svg,II
305,Indiana State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg,I
309,University of Indianapolis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indianapolis.svg,II
312,University of Iowa,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa.svg,I
311,Iowa State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa-st.svg,I
313,Ithaca College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ithaca.svg,III
2699,Indiana University Indianapolis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iu-indy.svg,I
314,Jackson State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jackson-st.svg,I
316,Jacksonville University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville.svg,I
315,Jacksonville State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville-st.svg,I
317,James Madison University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/james-madison.svg,I
543,Thomas Jefferson University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/philadelphia-u.svg,II
320,John Carroll University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/john-carroll.svg,III
321,John Jay College of Criminal Justice,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/john-jay.svg,III
322,Johns Hopkins University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/johns-hopkins.svg,III
323,Johnson C. Smith University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/johnson-c-smith.svg,II
325,Juniata College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/juniata.svg,III
326,Kalamazoo College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kalamazoo.svg,III
328,University of Kansas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas.svg,I
2707,University of Missouri-Kansas City,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umkc.svg,I
327,Kansas State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas-st.svg,I
329,Kean University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kean.svg,III
330,Keene State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/keene-st.svg,III
1157,Kennesaw State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kennesaw-st.svg,I
331,Kent State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kent-st.svg,I
334,University of Kentucky,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky.svg,I
332,Kentucky State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky-st.svg,II
335,Kenyon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kenyon.svg,III
1159,Keuka College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/keuka.svg,III
30047,Keystone College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/keystone.svg,III
30051,King University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/king-tn.svg,II
337,Knox College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/knox.svg,III
333,Kentucky Wesleyan College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ky-wesleyan.svg,II
341,University of La Verne,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-verne.svg,III
671,University of Louisiana at Lafayette,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-lafayette.svg,I
342,Lafayette College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lafayette.svg,I
1162,LaGrange College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lagrange.svg,III
2746,Lake Erie College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-erie.svg,II
344,Lake Forest College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-forest.svg,III
345,Lake Superior State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-superior-st.svg,II
346,Lamar University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lamar.svg,I
30085,Lancaster Bible College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lancaster-bible.svg,III
1167,Lander University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lander.svg,II
347,Lane College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lane.svg,II
8486,Lasell University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lasell.svg,III
348,Lawrence University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lawrence.svg,III
349,Le Moyne College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/le-moyne.svg,I
351,Lebanon Valley College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lebanon-valley.svg,III
30013,Lee University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lee.svg,II
13302,Lees-McRae College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lees-mcrae.svg,II
352,Lehigh University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lehigh.svg,I
279,Lehman College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lehman.svg,III
350,LeMoyne-Owen College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lemoyne-owen.svg,II
1170,Lenoir-Rhyne University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lenoir-rhyne.svg,II
24317,Lesley University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lesley.svg,III
8490,LeTourneau University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/letourneau.svg,III
354,Lewis University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lewis.svg,II
22235,Lewis & Clark College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lewis-clark.svg,III
355,Liberty University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/liberty.svg,I
1176,Lincoln Memorial University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lincoln-memorial.svg,II
30136,Lindenwood University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lindenwood-mo.svg,I
28600,Lipscomb University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lipscomb.svg,I
359,Livingstone College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/livingstone.svg,II
99,Long Beach State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/long-beach-st.svg,I
361,Long Island University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/long-island.svg,I
364,Loras College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/loras.svg,III
366,Louisiana Tech University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/louisiana-tech.svg,I
367,University of Louisville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/louisville.svg,I
371,Loyola University Chicago,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/loyola-chicago.svg,I
369,Loyola University Maryland,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/loyola-maryland.svg,I
370,Loyola Marymount University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/loyola-marymount.svg,I
365,Louisiana State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lsu.svg,I
30177,Lubbock Christian University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lubbock-christian.svg,II
372,Luther College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/luther.svg,III
373,Lycoming College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lycoming.svg,III
374,University of Lynchburg,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lynchburg.svg,III
20794,Lynn University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lynn.svg,II
22989,Lyon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lyon.svg,III
376,Macalester College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/macalester.svg,III
378,Maine Maritime Academy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maine-maritime.svg,III
30137,Malone University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/malone.svg,II
1192,Manchester University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/manchester.svg,III
1194,Maranatha Baptist University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maranatha-baptist.svg,III
385,Marietta College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marietta.svg,III
387,Marquette University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marquette.svg,I
1199,Mars Hill University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mars-hill.svg,II
388,Marshall University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marshall.svg,I
8597,Martin Luther College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/martin-luther.svg,III
30075,University of Mary,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mary.svg,II
389,Mary Baldwin University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mary-baldwin.svg,III
1203,University of Mary Hardin-Baylor,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mary-hardin-baylor.svg,III
390,University of Mary Washington,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mary-washington.svg,III
395,Maryville University of Saint Louis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maryville-mo.svg,II
397,Marywood University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marywood.svg,III
399,Massachusetts Maritime Academy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mass-maritime.svg,III
486,Massachusetts College of Liberal Arts,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcla.svg,III
773,McDaniel College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcdaniel.svg,III
30138,McKendree University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mckendree.svg,II
8530,McMurry University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcmurry.svg,III
402,McNeese State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcneese-st.svg,I
30040,University of Maine at Presque Isle,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/me-presque-isle.svg,III
403,Medgar Evers College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/medgar-evers.svg,III
404,University of Memphis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/memphis.svg,I
405,Menlo College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/menlo.svg,II
406,Mercer University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mercer.svg,I
724,U.S. Merchant Marine Academy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/merchant-marine.svg,III
409,Meredith College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/meredith.svg,III
410,Merrimack College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/merrimack.svg,I
412,Methodist University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/methodist.svg,III
414,Miami University (Ohio),https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/miami-oh.svg,I
418,University of Michigan,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan.svg,I
416,Michigan State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan-st.svg,I
417,Michigan Technological University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan-tech.svg,II
419,Middle Tennessee State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/middle-tenn.svg,I
420,Middlebury College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/middlebury.svg,III
422,Miles College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/miles.svg,II
424,Millikin University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/millikin.svg,III
426,Millsaps College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/millsaps.svg,III
20220,Milwaukee School of Engineering,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/msoe.svg,III
30125,Minot State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/minot-st.svg,II
16142,Misericordia University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/misericordia.svg,III
433,University of Mississippi,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ole-miss.svg,I
429,Mississippi College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-col.svg,II
430,Mississippi State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-st.svg,I
432,Mississippi Valley State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-val.svg,I
669,Missouri State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri-st.svg,I
30042,Mitchell College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mitchell.svg,III
436,University of Missouri-St. Louis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mo-st-louis.svg,II
437,Molloy University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/molloy.svg,II
441,University of Montana,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/montana.svg,I
440,Montana State University-Bozeman,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/montana-st.svg,I
442,Montclair State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/montclair-st.svg,III
1238,University of Montevallo,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/montevallo.svg,II
444,Morehead State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/morehead-st.svg,I
446,Morgan State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/morgan-st.svg,I
449,Mount Holyoke College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mount-holyoke.svg,III
8567,Mount St. Joseph University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-st-joseph.svg,III
1222,Midwestern State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/midwestern-st.svg,II
30036,Mount Aloysius College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-aloysius.svg,III
451,University of Mount Saint Vincent,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-st-vincent.svg,III
453,Muhlenberg College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/muhlenberg.svg,III
454,Murray State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/murray-st.svg,I
455,Muskingum University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/muskingum.svg,III
726,U.S. Naval Academy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/navy.svg,I
462,Nebraska Wesleyan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/neb-wesleyan.svg,III
463,University of Nebraska-Lincoln,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nebraska.svg,I
1254,Neumann University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/neumann.svg,III
467,New England College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-england-col.svg,III
469,University of New Hampshire,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-hampshire.svg,I
470,University of New Haven,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-haven.svg,II
319,New Jersey City University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-jersey-city.svg,III
473,University of New Mexico,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico.svg,I
472,New Mexico State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico-st.svg,I
474,University of New Orleans,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg,I
479,New York University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-york-u.svg,III
1257,Newberry College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/newberry.svg,II
1255,University of New England,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/u-new-england.svg,III
471,New Jersey Institute of Technology,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/njit.svg,I
30054,Newman University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/newman.svg,II
8577,New Mexico Highlands University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nm-highlands.svg,II
482,Niagara University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/niagara.svg,I
483,Nicholls State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nicholls-st.svg,I
484,Nichols College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nichols.svg,III
485,Norfolk State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/norfolk-st.svg,I
487,University of North Alabama,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-ala.svg,I
488,North Carolina A&T State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nc-at.svg,I
489,North Carolina Central University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nc-central.svg,I
490,North Carolina State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina-st.svg,I
492,North Central College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-central-il.svg,III
30039,North Central University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-central-mn.svg,III
494,University of North Dakota,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-dakota.svg,I
493,North Dakota State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-dakota-st.svg,I
2711,University of North Florida,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-florida.svg,I
9223,North Greenville University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-greenville.svg,II
496,North Park University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-park.svg,III
497,University of North Texas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-texas.svg,I
500,Northeastern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northeastern.svg,I
501,Northern Arizona University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ariz.svg,I
502,University of Northern Colorado,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-colo.svg,I
503,Northern Illinois University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ill.svg,I
504,University of Northern Iowa,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uni.svg,I
505,Northern Kentucky University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ky.svg,I
506,Northern Michigan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-mich.svg,II
1266,Northern State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-st.svg,II
1267,Northland College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northland.svg,III
507,Northwest Missouri State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwest-mo-st.svg,II
1274,Northwest Nazarene University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwest-nazarene.svg,II
509,Northwestern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern.svg,I
508,Northwestern State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern-st.svg,I
30031,University of Northwestern-St. Paul,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern-st-paul.svg,III
511,Norwich University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/norwich.svg,III
513,University of Notre Dame,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame.svg,I
8600,Notre Dame of Maryland University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame-md.svg,III
24639,Nova Southeastern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nova-southeastern.svg,II
514,Oakland University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oakland.svg,I
515,Oberlin College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oberlin.svg,III
516,Occidental College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/occidental.svg,III
2713,Oglethorpe University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oglethorpe.svg,III
519,Ohio University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio.svg,I
30119,Ohio Dominican University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-dominican.svg,II
517,Ohio Northern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-northern.svg,III
518,The Ohio State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-st.svg,I
520,Ohio Wesleyan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-wesleyan.svg,III
522,University of Oklahoma,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma.svg,I
30179,Oklahoma Christian University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/okla-christian.svg,II
523,Old Dominion University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/old-dominion.svg,I
527,Oral Roberts University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oral-roberts.svg,I
529,University of Oregon,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oregon.svg,I
528,Oregon State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oregon-st.svg,I
531,Otterbein University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/otterbein.svg,III
1289,Ouachita Baptist University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ouachita-baptist.svg,II
533,Pace University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pace.svg,II
534,University of the Pacific,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pacific.svg,I
1297,Pacific Lutheran University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pacific-lutheran.svg,III
30045,Palm Beach Atlantic University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/palm-beach-atl.svg,II
540,University of Pennsylvania,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn.svg,I
30044,Penn State Berks College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn-st-berks.svg,III
30081,Penn State Harrisburg,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn-st-harrisburg.svg,III
541,Pepperdine University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pepperdine.svg,I
542,Pfeiffer University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pfeiffer.svg,III
1315,"University of Pittsburgh, Bradford",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pitt-bradford.svg,III
1314,Pittsburg State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pittsburg-st.svg,II
545,University of Pittsburgh,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pittsburgh.svg,I
548,Plymouth State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/plymouth-st.svg,III
549,Pomona-Pitzer Colleges,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pomona-pitzer.svg,III
551,University of Portland,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/portland.svg,I
550,Portland State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/portland-st.svg,I
1318,Post University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/post.svg,II
553,Prairie View A&M University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/prairie-view.svg,I
2715,Pratt Institute,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pratt-institute.svg,III
1320,Presbyterian College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/presbyterian.svg,I
554,Princeton University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/princeton.svg,I
555,Principia College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/principia.svg,III
556,Providence College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/providence.svg,I
557,University of Puget Sound,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/puget-sound.svg,III
559,Purdue University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/purdue.svg,I
30222,Purdue University Northwest,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/purdue-northwest.svg,II
308,Purdue University Fort Wayne,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ipfw.svg,I
11504,Queens University of Charlotte,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/queens-nc.svg,I
561,Quincy University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/quincy.svg,II
562,Quinnipiac University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/quinnipiac.svg,I
563,Radford University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/radford.svg,I
564,Ramapo College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ramapo.svg,III
566,Randolph College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/randolph.svg,III
565,Randolph-Macon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/randolph-macon.svg,III
567,University of Redlands,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/redlands.svg,III
